商家名称,服务类目,主营范围,详细地址,服务区域,联系方式,品牌故事,图片地址
鲜花超市（清湖店）,鲜花,,,深圳市,13392440667,,https://p1.meituan.net/440.0/dpmerchantalbum/b2dd3c7ded5994678972d98d1e9a83db669774.png
悦喜庆花篮鲜花品牌（龙华店）,鲜花,,,深圳市,18923447979,,https://p1.meituan.net/440.0/dpmerchantalbum/76b06d3f291da0bc8a3dc191cccf064a86667.jpg
爱丽丝花坊（晓君花店）,鲜花,,,深圳市,13242955240,,https://p1.meituan.net/440.0/dpdeal/1d56ced8a1fa72c47ad7c4ccb9d138b997632.jpg
香浓花语鲜花店（龙华店）,鲜花,,,深圳市,0755-21018396/13715117035,,https://p0.meituan.net/440.0/mogu/2f0c5fbaa8f40924d6d1bedeb3f6c58c133088.jpg
左花（824店）,鲜花,,,深圳市,15072990415,,https://p0.meituan.net/440.0/dpdeal/132b69fceb9560b7c2bda0362d201ad5334663.jpg
聚福花卉（龙华新区配送点）,鲜花,,,深圳市,13534289608,,https://p0.meituan.net/440.0/deal/bed9c35d7358680b8f8e95e35cd68c98470715.jpg
Huahua100鲜花店（和平路店）,鲜花,,,深圳市,400-728-5952,,https://p0.meituan.net/440.0/poi/c8ec585ad36394233f087b3d576a288a77824.jpg
花言巧语,鲜花,,,深圳市,15989538274/15815572897,,https://p0.meituan.net/440.0/deal/d3eabeab69a7e03bb259298f1b696501447710.jpg
大自然花店（龙华店）,鲜花,,,深圳市,13530142287/13823523392,,https://p0.meituan.net/440.0/dpmerchantalbum/644d3999c4332c1dc8ba6bc4dbb0a4f9761101.jpg
1984花咖,鲜花,,,深圳市,0755-21015865,,https://p1.meituan.net/440.0/dpmerchantalbum/709fdfa6d9e7998b652d9cc631c97766227994.jpg
百姓鲜花（精诚花坊）,鲜花,,,深圳市,400-017-1738,,https://p0.meituan.net/440.0/deal/10a471a34d3c2fbee0db6f4de5298ed6239464.jpg
梦鲜花MENG FLOWER（龙华清湖星河ico店）,鲜花,,,深圳市,18820944338/13510751879,,https://p0.meituan.net/440.0/dpmerchantalbum/e6ca6623c191ce474c0d1b3f6d161ae468772.jpg
爱恋鲜花（深圳花开心动花店）,鲜花,,,深圳市,0755-27048293,,https://p0.meituan.net/440.0/dpdeal/bad6a85d97cdb0fd6927ade3a59ad01e93655.jpg
亦心花艺（龙华店）,鲜花,,,深圳市,400-965-9520,,https://p1.meituan.net/440.0/dpdeal/f14df0e5321c6a1ee1729ca6f524744c65654.jpg
玫瑰之约（乐乐鲜花店）,鲜花,,,深圳市,18038083235/13715359171,,https://p0.meituan.net/440.0/deal/6f98a8921568c0e4bf81523b839030e8355932.jpg
爱朵朵鲜花（龙华店）,鲜花,,,深圳市,15817317051,,https://p0.meituan.net/440.0/mogu/8eb7bf0b7e8e1386fd740b62b0ce21a0271054.jpg
桃夭花艺（星河店）,鲜花,,,深圳市,400-056-5113,,https://p1.meituan.net/440.0/dpmerchantalbum/f0314230227b775735f2752078ef7cd1383835.jpg
美丽契约（花好月缘鲜花店）,鲜花,,,深圳市,0755-27048293/15712005221,,https://p0.meituan.net/440.0/xianfu/90ca4786d2c83e403a90cb650d6b04ab27251.jpg
美琪鲜花（龙华店）,鲜花,,,深圳市,18038022916,,https://p1.meituan.net/440.0/dpmerchantalbum/5e32a84397b840afb046c36c431bc163129326.jpg
意合花艺（龙华福景花园店）,鲜花,,,深圳市,18925226858,,https://p1.meituan.net/440.0/dpdeal/52512bce4ab5d7d9715e43a58b40aa53446789.jpg
千姿花店（琦彩鲜花店）,鲜花,,,深圳市,400-088-8775,,https://p1.meituan.net/440.0/deal/ba0ec41a124451fbf97fe4a3162a61c137161.jpg
锦尚鲜花（心动花店）,鲜花,,,深圳市,0755-27048293/18898838262,,https://p1.meituan.net/440.0/deal/386347c554f52d02e3443a5a47108f9f509471.jpg
蔷薇鲜花店（文化广场店）,鲜花,,,深圳市,400-099-8219/18002528059,,https://p1.meituan.net/440.0/merchantpic/0edf6a3141709ba47cefd38f51cee25b44518.jpg
花冠鲜花（深圳笑笑花店）,鲜花,,,深圳市,15089281547,,https://p1.meituan.net/440.0/dpmerchantalbum/f5efc6142c46f972537637e36d33187f320947.jpg
檀薇初品鲜花（赤岭店）,鲜花,,,深圳市,13686441206/18566771060,,https://p0.meituan.net/440.0/deal/3919de7a38137822402f5f2ddfa8fbf3337661.jpg
心雨鲜花（龙华汽车站店）,鲜花,,,深圳市,18476907159,,https://p0.meituan.net/440.0/merchantpic/b5796aaf808a3ff93e3e996b3aaa3475707361.jpg
爱个购鲜花店,鲜花,,,深圳市,18922108646,,https://p0.meituan.net/440.0/mogu/8b87a93a4c0c0bd2ca2ca975e09377bb173573.jpg
绿韵花艺（龙华公园店）,鲜花,,,深圳市,400-870-0900,,https://p0.meituan.net/440.0/deal/__23103367__5633481.jpg
不二花艺工作室（龙华店）,鲜花,,,深圳市,18566237925,,https://p1.meituan.net/440.0/dpmerchantalbum/8e2a609a7c4b97563055d0ffa129920d155008.jpg
玫瑰誓言Rose vows（华润万家店）,鲜花,,,深圳市,400-921-9592,,https://p0.meituan.net/440.0/ugcpic/9604b9c54ed7cae610b39a34b36dce41801628.png
朵彩（木子花艺-龙华公园店）,鲜花,,,深圳市,17817816262/18617074990,,https://p1.meituan.net/440.0/dpdeal/85bfc5f44ec4d7f18ed1a8f7858891b4728562.jpg
花小铺鲜花店（清湖店）,鲜花,,,深圳市,13058111262,,https://p0.meituan.net/440.0/dpmerchantalbum/0b7ce2a9a5d8103c3e72a1a5d2751bf631613.jpg
大表姐鲜花（龙华店）,鲜花,,,深圳市,13544162353,,https://p0.meituan.net/440.0/dpmerchantalbum/20bd83a56e5dcee1d311cb1be4bec87a59364.jpg
爱之裳鲜花（龙华公园路店）,鲜花,,,深圳市,400-969-1299,,https://p0.meituan.net/440.0/mogu/bc7fa461b93101a5e9c1801e61ae084d103101.jpg
钟爱鲜花（幸花源店）,鲜花,,,深圳市,15927342127/15827630655,,https://p0.meituan.net/440.0/dpmerchantalbum/0e2164c0d25dc018fe9eb3bf87478bf11057820.png
朵彩（木子花艺-锦绣花园店）,鲜花,,,深圳市,17817816262/18617074990,,https://p1.meituan.net/440.0/dpdeal/4f791c0694fa3704a0c69e1f7867de2a2461336.jpg
今喜花屿（天意花艺）,鲜花,,,深圳市,13164768943,,https://p1.meituan.net/440.0/deal/97796c4354c6c0fedd9e0053f56ab474163921.jpg
美尚美鲜花（乐乐鲜花店）,鲜花,,,深圳市,18038083235/13715359171,,https://p0.meituan.net/440.0/deal/d4547c31942accb1822a598eacea0eee351207.jpg
贝特猫鲜花店（人民路店）,鲜花,,,深圳市,400-168-1957,,https://p0.meituan.net/440.0/dpdeal/4593b5d2df6bb963a82de2935ea76c6e87732.jpg
贝特猫鲜花店（龙华泽华大厦店）,鲜花,,,深圳市,400-168-1957,,https://p0.meituan.net/440.0/dpdeal/bbc82cf014d07dc5bf66aa83a41b0d5f87592.jpg
一束情花店（美尚美鲜花店）,鲜花,,,深圳市,13480177725,,https://p0.meituan.net/440.0/deal/0f1e05c3f5ead0ef59a02edfcdfef980132297.jpg
美尚美鲜花（心动花店）,鲜花,,,深圳市,18318817516,,https://p1.meituan.net/440.0/dpdeal/c46b0eaa82bf88273744bdc60fc1184e135281.jpg
爱之裳鲜花（龙华街道店）,鲜花,,,深圳市,400-969-1299,,https://p0.meituan.net/440.0/dpdeal/8dee386ba5748004bd4b4b6299a7a282309770.jpg
浪漫之约,鲜花,,,深圳市,18565740426,,https://p0.meituan.net/440.0/dpdeal/6041160b0434b51c97ec766b226b873998235.jpg
爱恋鲜花（伊菲花艺店）,鲜花,,,深圳市,13501229407,,https://p1.meituan.net/440.0/dpdeal/26e8970c661908eadf8fd382acf3dbc8108208.jpg
朵彩（木子花艺-共和新村店）,鲜花,,,深圳市,17817816262/18617074990,,https://p0.meituan.net/440.0/dpdeal/02a1e0af48e1843f04d805803223f84e2108014.jpg
玫瑰花坊（伊菲花艺）,鲜花,,,深圳市,13410118896,,https://p1.meituan.net/440.0/deal/eff3c182b2f0bf6da0bbf2eacaab99a6216899.jpg
美丽契约（心动花店）,鲜花,,,深圳市,18898838262/13480177725,,https://p1.meituan.net/440.0/deal/47c1734a75e4e204caa17aa328b1dcc8452059.jpg
亦心花艺（龙华店）,鲜花,,,深圳市,4009659520,,https://p1.meituan.net/440.0/mogu/4afdd7fae48570e4ce4e9dabe784f0f7108554.jpg
玫瑰之约（心动花店）,鲜花,,,深圳市,0755-27048293/13480177725,,https://p0.meituan.net/440.0/deal/6f98a8921568c0e4bf81523b839030e8355932.jpg
龙华花之恋,鲜花,,,深圳市,13316471278,,https://p0.meituan.net/440.0/deal/2c019ec4fb2d708ce17edb809d6739dd98218.jpg
檀薇初品鲜花（龙华店）,鲜花,,,深圳市,0755-36518383/13670081187,,https://p1.meituan.net/440.0/deal/66ec70da81ca1097ab4db24b4eaf978d372758.jpg
花奈尔鲜花店（龙华公园店）,鲜花,,,深圳市,400-870-0900,,https://p0.meituan.net/440.0/dpmerchantalbum/96837a09739082b9ba47a08d1432b4f7305016.jpg
绿韵花艺鲜花店（龙胜新村店）,鲜花,,,深圳市,400-870-0900,,https://p0.meituan.net/440.0/dpmerchantalbum/96837a09739082b9ba47a08d1432b4f7305016.jpg
百花苑鲜花店（民治店）,鲜花,,,深圳市,13612815328,,https://p1.meituan.net/440.0/mogu/587fdfb97c290f93325e2a2184a638c3100521.jpg
MEET美学花艺馆（龙华店）,鲜花,,,深圳市,13479099113/13612840577,,https://p0.meituan.net/440.0/dpmerchantalbum/b88fb8844e2d204f741f01f3b11bd25150862.jpg
恋依美鲜花（民治店）,鲜花,,,深圳市,13544162353,,https://p0.meituan.net/440.0/dpmerchantalbum/20bd83a56e5dcee1d311cb1be4bec87a59364.jpg
牛歌花艺（牛栏前店）,鲜花,,,深圳市,15217016036,,https://p1.meituan.net/440.0/mogu/b6776b5992f2d8a35dd1c663b79c7052146142.jpg
爱恋鲜花（花艺轩鲜花坊）,鲜花,,,深圳市,13312982979,,https://p1.meituan.net/440.0/dpdeal/d1308cb1508b5ee3d2e8c548316bbc0d161287.jpg
木子花艺（绿景香颂店）,鲜花,,,深圳市,18617074990,,https://p1.meituan.net/440.0/dpdeal/78bb5e22732f3d2b1395c34e65121b421879072.jpg
情语鲜花（民治店）,鲜花,,,深圳市,17722682703,,https://p1.meituan.net/440.0/dpmerchantalbum/38e85b1cfc6e886aebd0bfe0712eea7d544866.jpg
花小铺鲜花店（民治店）,鲜花,,,深圳市,13058111262,,https://p0.meituan.net/440.0/dpmerchantalbum/5fabb34b54753fb2e41fa555dbd0362f57129.jpg
鲜花道花店（万众城店）,鲜花,,,深圳市,18219242260/18682172808,,https://p1.meituan.net/440.0/dpmerchantalbum/09c59d904282d5e2e7b5c3cb6db396e0464917.jpg
芷悠的花房,鲜花,,,深圳市,13537671920/18666227962,,https://p1.meituan.net/440.0/mogu/783636f1ba5281f7225e348830e978dd329706.jpg
小麦花艺工作室（锦绣江南店）,鲜花,,,深圳市,18948726983,,https://p1.meituan.net/440.0/merchantpic/aa792ea2a188f458963185b1683585bb70930.jpg
樱薇鲜花（奇缘花艺坊）,鲜花,,,深圳市,15826786074,,https://p0.meituan.net/440.0/dpdeal/296e6e625e06afa32576737ce51146b2309953.jpg
小花匠花店,鲜花,,,深圳市,13823644923,,https://p1.meituan.net/440.0/dpdeal/737b6e647d9caeaa6cbedcc678db60211099718.jpg
萌萌花店,鲜花,,,深圳市,18682172808,,https://p1.meituan.net/440.0/deal/1cb90194e33ed7925ffdf4c99289a3fb149648.jpg
贝特猫鲜花店（民福路店）,鲜花,,,深圳市,400-168-1957,,https://p1.meituan.net/440.0/dpdeal/335425c9826a1e12b3a3cccc2c5d8a74216345.jpg
rose·花语鲜花（龙华店）,鲜花,,,深圳市,13527756554/18802086541,,https://p0.meituan.net/440.0/dpmerchantalbum/82942fedd354bded19179b8f457cbe67525704.jpg
花点时间花艺（cococity店）,鲜花,,,深圳市,0755-82777310,,https://p0.meituan.net/440.0/dpmerchantalbum/b5e36ac575e0507f66385e04c2e9f2b31936720.jpg
大行花开（七里香榭店）,鲜花,,,深圳市,0755-23462482/13922861815,,https://p1.meituan.net/440.0/deal/15558b528a629a6b65a580542928c60097683.jpg
牛歌花艺（民治店）,鲜花,,,深圳市,17817816262/13715221378,,https://p1.meituan.net/440.0/mogu/b6776b5992f2d8a35dd1c663b79c7052146142.jpg
柒朵花艺（龙华店）,鲜花,,,深圳市,18823206511/18588242335,,https://p0.meituan.net/440.0/merchantpic/fd0257dc26b365d181ffb7861a8e2132721671.jpg
鲜花超市（白石龙店）,鲜花,,,深圳市,13613009859,,https://p0.meituan.net/440.0/dpmerchantalbum/c71364afc34013849fb26ec9b664cc0c700133.png
牛歌花艺（水榭春天店）,鲜花,,,深圳市,18617074990/13715221378,,https://p1.meituan.net/440.0/mogu/b6776b5992f2d8a35dd1c663b79c7052146142.jpg
花漾年·花艺,鲜花,,,深圳市,18565710947/13249451698,,https://p0.meituan.net/440.0/dpmerchantalbum/0ac200f8034e7cf6ccc733af923be1a8132042.jpg
爱琴海鲜花（海洋鲜花店）,鲜花,,,深圳市,15712005221,,https://p1.meituan.net/440.0/deal/15334f51e6ebe51e326323acc984b351334956.jpg
意合花艺（锦绣江南店）,鲜花,,,深圳市,18925226858,,https://p0.meituan.net/440.0/dpdeal/930c85524a602ca6a56ed73297ee5a5e31790.jpg
我的花,鲜花,,,深圳市,13316990601,,https://p0.meituan.net/440.0/dpmerchantalbum/23e8e6df1b2e9b65e20679922ca0ad1388279.jpg
鲜花超市（民治店）,鲜花,,,深圳市,13613009859,,https://p1.meituan.net/440.0/dpmerchantalbum/3934bb003dccd9b4a56451dd63a8f6a6423237.jpg
花使鲜花（龙华店）,鲜花,,,深圳市,18165766631,,https://p1.meituan.net/440.0/dpmerchantalbum/288dc8bd32899234f3450c59ae4e2736459695.jpg
爱慕鲜花（馨子花坊）,鲜花,,,深圳市,18926021549,,https://p0.meituan.net/440.0/deal/989da06e3e10f809c133d3e8da932153230918.jpg
花梦谷鲜花（上河坊店）,鲜花,,,深圳市,13544131960,,https://p1.meituan.net/440.0/merchantpic/40820227e478b82e32937c923b88fbed65858.jpg
鲜花·花语轩（萌萌花店）,鲜花,,,深圳市,18682172808,,https://p0.meituan.net/440.0/deal/f495b8309341d03ca4c799dc159cebe4361262.jpg
太平洋园林,鲜花,,,深圳市,15875598845,,https://p1.meituan.net/440.0/dpdeal/c1e9b37cf6f4354f8e4dcd5c07dc1697283670.jpg
梵茜花艺鲜花店（新华城店）,鲜花,,,深圳市,18682105967/18684532660,,https://p0.meituan.net/440.0/dpmerchantalbum/70d782cf79c64443545ef49cac6411f1106390.jpg
欣然花店,鲜花,,,深圳市,13714465982/13410665213,,https://p0.meituan.net/440.0/dpdeal/bdfaca1350332e66bc3ccd63fa359707202489.jpg
思丽卡花艺（民治店）,鲜花,,,深圳市,0755-25326149/13632794653,,https://p1.meituan.net/440.0/deal/d51e84e2599bd05baf20fb38127a0f5588909.jpg
左花（809店）,鲜花,,,深圳市,18682172808,,https://p0.meituan.net/440.0/dpdeal/6ff66c66923a65a8aa79d9f057157019384486.png
可寻花艺（万众城店）,鲜花,,,深圳市,13715380260,,https://p0.meituan.net/440.0/dpmerchantalbum/9f14c4a00e6bab9bbc41a064c26c7ae8300099.jpg
花语林轩,鲜花,,,深圳市,13670183504,,https://p0.meituan.net/440.0/dpmerchantalbum/04130ef7e48f27d02bcef03c73819bfa95278.jpg
花一束花坊（白石龙店）,鲜花,,,深圳市,18682248335/18617156226,,https://p1.meituan.net/440.0/dpmerchantalbum/00bd1c6e2b28829cb6c615454ece1d58346088.jpg
檀薇初品鲜花（玉华店）,鲜花,,,深圳市,13686441206/18566771060,,https://p0.meituan.net/440.0/deal/da22425be552721536be896ce24b77ec374012.jpg
绿韵花艺鲜花店（牛栏前村店）,鲜花,,,深圳市,400-870-0900,,https://p0.meituan.net/440.0/dpmerchantalbum/96837a09739082b9ba47a08d1432b4f7305016.jpg
雅涵鲜花店（创业花园店）,鲜花,,,深圳市,18319022315,,https://p0.meituan.net/440.0/mogu/c946df1f806c84d3511c88956312599b279274.jpg
爱恋鲜花（百合鲜花店）,鲜花,,,深圳市,13632953744,,https://p1.meituan.net/440.0/dpdeal/bca202e71099f603785e6fef91d25bb576094.jpg
爱恋鲜花（龙华情缘花坊）,鲜花,,,深圳市,18124789252/18124787664,,https://p0.meituan.net/440.0/dpdeal/b6f0f5795913a74bf9dc802e13358600168194.jpg
麦瑞花艺,鲜花,,,深圳市,13378666717,,https://p1.meituan.net/440.0/dpdeal/45b2d2106449df3f0dbb30bf7f5b7ce284246.jpg
木子花艺（大润发店）,鲜花,,,深圳市,18617074990,,https://p1.meituan.net/440.0/dpdeal/3c7e9139e8bb94a280d907e9129db66b1151755.jpg
馨子花坊,鲜花,,,深圳市,18926021549,,https://p0.meituan.net/440.0/deal/2c019ec4fb2d708ce17edb809d6739dd98218.jpg
花小铺鲜花店（上塘店）,鲜花,,,深圳市,13058111262,,https://p1.meituan.net/440.0/dpmerchantalbum/ffdc2a102209b6967df491a3bcce4a2261345.jpg
木子花艺（万众生活村店）,鲜花,,,深圳市,18617074990,,https://p0.meituan.net/440.0/dpdeal/4f225368ea87a036d344e868fab282d01531805.jpg
浪漫之约（上塘店）,鲜花,,,深圳市,18565740426,,https://p0.meituan.net/440.0/dpdeal/6041160b0434b51c97ec766b226b873998235.jpg
大行花开（富士康店）,鲜花,,,深圳市,400-092-5186/13922861815,,https://p1.meituan.net/440.0/deal/a97746da94ac4deca6a439bc2e188dc2128264.jpg
大行花开（民治店）,鲜花,,,深圳市,400-092-5186/13922861815,,https://p1.meituan.net/440.0/deal/115687cb5353f73de4591bceebfd9e3a106467.jpg
木子花艺,鲜花,,,深圳市,18617074990,,https://p0.meituan.net/440.0/dpdeal/6041160b0434b51c97ec766b226b873998235.jpg
梵茜花艺（龙华店）,鲜花,,,深圳市,18682105967/13025415967,,https://p0.meituan.net/440.0/dpmerchantalbum/70d782cf79c64443545ef49cac6411f1106390.jpg
绿韵花艺鲜花店（民治店）,鲜花,,,深圳市,400-870-0900,,https://p0.meituan.net/440.0/dpmerchantalbum/96837a09739082b9ba47a08d1432b4f7305016.jpg
花之恋鲜花店（观澜店）,鲜花,,,深圳市,18875901077,,https://p0.meituan.net/440.0/merchantpic/a6d4bec8f79638c52b4aa0002c48d2741029359.jpg
爱恋鲜花（观澜幸福花店）,鲜花,,,深圳市,15507508827,,https://p0.meituan.net/440.0/dpdeal/2503026f1219595974b67bd6d411cf4c116442.jpg
谜谷鲜花（观澜店）,鲜花,,,深圳市,400-018-5123,,https://p1.meituan.net/440.0/dpmerchantalbum/f9e600173613bf868e81a2fbd3d9920f429726.jpg
情语鲜花（观澜店）,鲜花,,,深圳市,17722682703,,https://p1.meituan.net/440.0/dpmerchantalbum/38e85b1cfc6e886aebd0bfe0712eea7d544866.jpg
小白兔花店,鲜花,,,深圳市,13530050785,,https://p1.meituan.net/440.0/deal/47c1734a75e4e204caa17aa328b1dcc8452059.jpg
大行花开（观澜汽车站店）,鲜花,,,深圳市,0755-23462482/13922861815,,https://p1.meituan.net/440.0/deal/21b291a4427d6558d10e95e0e91a0ad596168.jpg
新田花坊,鲜花,,,深圳市,13509080561/13640913420,,https://p0.meituan.net/440.0/dpmerchantalbum/f2789f34bc3e5eac23a6f056e9955927122722.jpg
左花（1979店）,鲜花,,,深圳市,13424208858,,https://p0.meituan.net/440.0/dpdeal/132b69fceb9560b7c2bda0362d201ad5334663.jpg
蔷薇鲜花店（观澜店）,鲜花,,,深圳市,18002528059,,https://p0.meituan.net/440.0/merchantpic/e76529058587847f56ceff41a3eda1df62886.jpg
爱之裳鲜花（宝安店）,鲜花,,,深圳市,400-969-1299,,https://p0.meituan.net/440.0/mogu/bc7fa461b93101a5e9c1801e61ae084d103101.jpg
美丽契约（缘起花艺）,鲜花,,,深圳市,13420910842/13723457202,,https://p1.meituan.net/440.0/deal/d15c495c219e515b42e78a31c5cbcdba170852.jpg
牛歌花艺（观澜店）,鲜花,,,深圳市,16675568827,,https://p1.meituan.net/440.0/dpdeal/73323f0cbdc7508b5f7adab1c1e100122644743.jpg
美好鲜花（观澜店）,鲜花,,,深圳市,14774851936,,https://p1.meituan.net/440.0/dpmerchantalbum/c75fd8100579c5141db91dba29f9221c125926.jpg
幸福花店（松元围店）,鲜花,,,深圳市,15507508827,,https://p0.meituan.net/440.0/mogu/adf7b972ba7674a983b96c403cc4aa2490429.jpg
玫瑰之约鲜花（小美鲜花水族馆）,鲜花,,,深圳市,13423822441,,https://p1.meituan.net/440.0/dpdeal/b8e5af303e241d6a8b52a1bdc6048e93228867.jpg
丽石鲜花（茜坑店）,鲜花,,,深圳市,400-690-7520,,https://p0.meituan.net/440.0/deal/cd4809e8b19794612f2fd1726a275130261281.jpg
贝特猫鲜花店（观澜综合市场店）,鲜花,,,深圳市,400-168-1957,,https://p0.meituan.net/440.0/dpdeal/bbc82cf014d07dc5bf66aa83a41b0d5f87592.jpg
思丽卡花艺（观澜店）,鲜花,,,深圳市,0755-25326149/13632794653,,https://p0.meituan.net/440.0/deal/6054d4826e653e6856f968db4e2e9760314084.jpg
爱恋鲜花（缘起花艺观澜店）,鲜花,,,深圳市,13027921562,,https://p1.meituan.net/440.0/dpdeal/a308b27f49358391c1f19dd9ec67329939224.jpg
绿韵花艺鲜花店（观澜大道店）,鲜花,,,深圳市,400-870-0900,,https://p0.meituan.net/440.0/dpmerchantalbum/96837a09739082b9ba47a08d1432b4f7305016.jpg
爱恋鲜花（花田花艺）,鲜花,,,深圳市,15999610701,,https://p1.meituan.net/440.0/dpdeal/e0afdcf2603a808928b5cd10defb783285582.jpg
绿植先生（龙华观澜店）,鲜花,,,深圳市,18666225048,,https://p1.meituan.net/440.0/dpdeal/13f2b86df8ba041fb8d26ad790b91347101285.jpg
爱恋鲜花（小七花店）,鲜花,,,深圳市,18926541143,,https://p0.meituan.net/440.0/dpdeal/e07b1a2558c25e01eebcea0bce91c3b878858.jpg
浪漫花屋鲜花（大浪商业中心店）,鲜花,,,深圳市,15817355705,,https://p1.meituan.net/440.0/mogu/f3581da936cd7fca125c8b3cf43952b1731369.jpg
爱花居（香雪鲜花）（大浪店）,鲜花,,,深圳市,13613062874,,https://p0.meituan.net/440.0/dpmerchantalbum/f5d1c5a5282f30e09622f9b4a976fcc2419612.jpg
爱恋鲜花（龙华胖子花店）,鲜花,,,深圳市,17722499332,,https://p0.meituan.net/440.0/dpdeal/7a47750991bba78b7e2873d89ea8c40933837.jpg
情语鲜花（大浪店）,鲜花,,,深圳市,17722682703,,https://p1.meituan.net/440.0/dpmerchantalbum/38e85b1cfc6e886aebd0bfe0712eea7d544866.jpg
玫瑰之约（花好月缘鲜花店）,鲜花,,,深圳市,18898838262,,https://p0.meituan.net/440.0/deal/6f98a8921568c0e4bf81523b839030e8355932.jpg
心雨鲜花（大浪店）,鲜花,,,深圳市,18318817516,,https://p0.meituan.net/440.0/merchantpic/699e402024d22b363f89269a3faa00cd124260.jpg
鲜花超市（大浪店）,鲜花,,,深圳市,13613009859,,https://p0.meituan.net/440.0/dpmerchantalbum/c71364afc34013849fb26ec9b664cc0c700133.png
