订单ID,团长ID,订单日期,订单金额,参团人数,商品分类,团长返现金额
321517332,100440,2018/3/15,1043,12,零食-方便食品,64.15
321517333,100456,2018/3/15,739,14,生鲜-水果,50.95
321517334,100505,2018/3/15,596,10,生鲜-水产,39.8
321517335,100353,2018/3/15,636,14,零食-膨化食品,45.8
321517336,100490,2018/3/15,1061,9,生鲜-蔬菜,62.05
321517337,100432,2018/3/15,896,8,零食-方便食品,52.8
321517338,100971,2018/3/15,715,13,零食-坚果,48.75
321517339,100778,2018/3/15,775,11,家用-个人护理,49.75
321517340,100692,2018/3/15,1114,15,零食-坚果,70.7
321517341,100366,2018/3/16,978,5,家用-日化用品,53.9
321517342,100633,2018/3/16,969,15,生鲜-禽肉,63.45
321517343,100374,2018/3/16,1337,4,零食-膨化食品,70.85
321517344,100565,2018/3/16,959,8,家用-清洁用品,55.95
321517345,100613,2018/3/16,911,18,生鲜-蔬菜,63.55
321517346,100447,2018/3/16,1251,15,生鲜-水果,77.55
321517347,100755,2018/3/16,753,16,家用-个人护理,53.65
321517348,100936,2018/3/16,861,12,零食-膨化食品,55.05
321517349,100706,2018/3/16,651,7,家用-清洁用品,39.55
321517350,100746,2018/3/16,1072,10,零食-饮料,63.6
321517351,100812,2018/3/16,791,3,生鲜-水产,42.55
321517352,100444,2018/3/16,948,5,生鲜-水果,52.4
321517353,100991,2018/3/16,935,14,生鲜-水产,60.75
321517354,100616,2018/3/16,1050,13,生鲜-水产,65.5
321517355,100921,2018/3/16,879,11,家用-日化用品,54.95
321517356,100741,2018/3/16,1148,15,零食-方便食品,72.4
321517357,100436,2018/3/16,1211,11,零食-膨化食品,71.55
321517358,100379,2018/3/16,1083,8,家用-清洁用品,62.15
321517359,100782,2018/3/16,1212,16,家用-个人护理,76.6
321517360,100623,2018/3/16,903,5,生鲜-蔬菜,50.15
321517361,100966,2018/3/16,456,6,家用-日化用品,28.8
321517362,100719,2018/3/16,918,6,零食-坚果,51.9
321517363,100560,2018/3/16,1220,5,家用-清洁用品,66
321517364,100534,2018/3/16,476,15,生鲜-蔬菜,38.8
321517365,100572,2018/3/16,629,5,生鲜-水产,36.45
321517366,100656,2018/3/16,961,6,生鲜-水果,54.05
321517367,100723,2018/3/16,575,10,零食-坚果,38.75
321517368,100397,2018/3/16,1059,13,生鲜-水产,65.95
321517369,100820,2018/3/16,629,7,零食-方便食品,38.45
321517370,100615,2018/3/16,600,6,家用-清洁用品,36
321517371,100751,2018/3/16,1284,5,零食-饮料,69.2
321517372,100732,2018/3/16,893,9,生鲜-蔬菜,53.65
321517373,100677,2018/3/16,1070,6,零食-坚果,59.5
321517374,100779,2018/3/16,452,10,生鲜-禽肉,32.6
321517375,100976,2018/3/16,1028,11,零食-方便食品,62.4
321517376,100469,2018/3/16,768,3,零食-饮料,41.4
321517377,100980,2018/3/16,331,7,生鲜-水产,23.55
321517378,100608,2018/3/16,870,13,生鲜-禽肉,56.5
321517379,100880,2018/3/16,1013,3,生鲜-蔬菜,53.65
321517380,100756,2018/3/16,957,11,生鲜-蔬菜,58.85
321517381,100826,2018/3/16,751,2,生鲜-蔬菜,39.55
321517382,100956,2018/3/16,1170,5,零食-坚果,63.5
321517383,100941,2018/3/16,1099,13,生鲜-水产,67.95
321517384,100401,2018/3/16,960,1,生鲜-蔬菜,49
321517385,100689,2018/3/16,805,7,家用-日化用品,47.25
321517386,100576,2018/3/16,1140,10,生鲜-蔬菜,67
321517387,100817,2018/3/16,1350,3,生鲜-水果,70.5
321517388,100387,2018/3/16,1153,7,生鲜-水果,64.65
321517389,100879,2018/3/16,1348,17,零食-方便食品,84.4
321517390,100368,2018/3/16,941,11,家用-清洁用品,58.05
321517391,100549,2018/3/16,1479,6,零食-坚果,79.95
321517392,100590,2018/3/16,999,7,家用-日化用品,56.95
321517393,100462,2018/3/16,1398,10,生鲜-水果,79.9
321517394,100948,2018/3/16,1089,5,零食-坚果,59.45
321517395,100738,2018/3/16,779,10,零食-坚果,48.95
321517396,100503,2018/3/16,755,10,生鲜-禽肉,47.75
321517397,100720,2018/3/16,632,1,零食-方便食品,32.6
321517398,100918,2018/3/16,1201,11,家用-日化用品,71.05
321517399,100656,2018/3/16,1205,3,生鲜-水果,63.25
321517400,100759,2018/3/17,1148,2,生鲜-蔬菜,59.4
321517401,100790,2018/3/17,1156,11,零食-方便食品,68.8
321517402,100824,2018/3/17,914,9,零食-饮料,54.7
321517403,100740,2018/3/17,612,10,生鲜-水产,40.6
321517404,100687,2018/3/17,867,14,家用-清洁用品,57.35
321517405,100638,2018/3/17,952,16,家用-清洁用品,63.6
321517406,100661,2018/3/17,710,16,家用-清洁用品,51.5
321517407,100440,2018/3/17,1150,5,生鲜-禽肉,62.5
321517408,100883,2018/3/17,977,7,生鲜-禽肉,55.85
321517409,100902,2018/3/17,1005,14,家用-个人护理,64.25
321517410,100673,2018/3/17,567,14,生鲜-水果,42.35
321517411,100555,2018/3/17,968,14,零食-方便食品,62.4
321517412,100683,2018/3/17,1095,1,家用-清洁用品,55.75
321517413,100658,2018/3/17,1292,9,零食-饮料,73.6
321517414,101000,2018/3/17,918,11,家用-清洁用品,56.9
321517415,100468,2018/3/17,698,5,生鲜-禽肉,39.9
321517416,100602,2018/3/17,877,10,零食-膨化食品,53.85
321517417,100487,2018/3/17,818,8,生鲜-水产,48.9
321517418,100847,2018/3/17,1089,18,家用-日化用品,72.45
321517419,100922,2018/3/17,688,6,生鲜-水果,40.4
321517420,100693,2018/3/17,978,17,零食-方便食品,65.9
321517421,100365,2018/3/17,1377,10,零食-饮料,78.85
321517422,100521,2018/3/17,917,2,家用-清洁用品,47.85
321517423,100604,2018/3/17,1354,11,生鲜-蔬菜,78.7
321517424,100524,2018/3/17,852,13,家用-个人护理,55.6
321517425,100576,2018/3/17,1194,9,生鲜-蔬菜,68.7
321517426,100654,2018/3/17,638,7,零食-饮料,38.9
321517427,100645,2018/3/17,1623,22,生鲜-水产,103.15
321517428,100630,2018/3/17,891,14,生鲜-水果,58.55
321517429,100703,2018/3/17,1323,7,生鲜-水产,73.15
321517430,100490,2018/3/17,1013,7,生鲜-水产,57.65
321517431,100666,2018/3/17,1089,5,家用-日化用品,59.45
321517432,100729,2018/3/17,663,9,零食-方便食品,42.15
321517433,100554,2018/3/17,605,6,零食-膨化食品,36.25
321517434,100587,2018/3/17,1066,9,家用-清洁用品,62.3
321517435,100607,2018/3/17,928,4,家用-个人护理,50.4
321517436,100972,2018/3/17,925,12,生鲜-蔬菜,58.25
321517437,100595,2018/3/17,1168,5,家用-日化用品,63.4
321517438,100867,2018/3/17,629,7,零食-坚果,38.45
321517439,100356,2018/3/17,413,3,家用-清洁用品,23.65
321517440,100518,2018/3/17,901,11,生鲜-蔬菜,56.05
321517441,100794,2018/3/17,1194,7,生鲜-水产,66.7
321517442,100394,2018/3/17,1286,9,生鲜-水果,73.3
321517443,100859,2018/3/17,713,12,零食-坚果,47.65
321517444,100782,2018/3/17,823,11,生鲜-水产,52.15
321517445,100972,2018/3/17,806,6,零食-膨化食品,46.3
321517446,100716,2018/3/17,1027,8,零食-饮料,59.35
321517447,100675,2018/3/17,1545,15,生鲜-水果,92.25
321517448,100824,2018/3/17,619,3,生鲜-水果,33.95
321517449,100696,2018/3/17,1203,16,零食-膨化食品,76.15
321517450,100388,2018/3/17,1164,4,零食-膨化食品,62.2
321517451,100843,2018/3/17,1297,3,生鲜-禽肉,67.85
321517452,100663,2018/3/17,775,20,生鲜-禽肉,58.75
321517453,100994,2018/3/17,781,12,零食-膨化食品,51.05
321517454,100504,2018/3/17,812,7,零食-坚果,47.6
321517455,100405,2018/3/18,1240,8,生鲜-水果,70
321517456,100714,2018/3/18,697,11,生鲜-水果,45.85
321517457,100522,2018/3/18,969,8,生鲜-水产,56.45
321517458,100560,2018/3/18,1101,14,家用-清洁用品,69.05
321517459,100698,2018/3/18,641,9,家用-清洁用品,41.05
321517460,100421,2018/3/18,1021,6,生鲜-蔬菜,57.05
321517461,100376,2018/3/18,645,15,家用-个人护理,47.25
321517462,100390,2018/3/18,1126,13,生鲜-蔬菜,69.3
321517463,100634,2018/3/18,1304,8,生鲜-蔬菜,73.2
321517464,100654,2018/3/18,526,11,生鲜-水果,37.3
321517465,100842,2018/3/18,1637,9,生鲜-水果,90.85
321517466,100949,2018/3/18,1514,4,零食-坚果,79.7
321517467,100466,2018/3/18,815,5,生鲜-禽肉,45.75
321517468,100656,2018/3/18,1075,10,家用-清洁用品,63.75
321517469,100800,2018/3/18,976,10,零食-坚果,58.8
321517470,100667,2018/3/18,443,18,零食-方便食品,40.15
321517471,100654,2018/3/18,1008,13,家用-清洁用品,63.4
321517472,100775,2018/3/18,839,13,零食-坚果,54.95
321517473,100772,2018/3/18,1186,15,零食-饮料,74.3
321517474,100411,2018/3/18,828,6,家用-日化用品,47.4
321517475,100634,2018/3/18,1061,14,家用-日化用品,67.05
321517476,100515,2018/3/18,1194,12,零食-饮料,71.7
321517477,100623,2018/3/18,1339,10,家用-清洁用品,76.95
321517478,100359,2018/3/18,173,3,零食-方便食品,11.65
321517479,100685,2018/3/18,1153,12,生鲜-禽肉,69.65
321517480,100560,2018/3/18,1363,2,家用-清洁用品,70.15
321517481,100721,2018/3/18,830,13,生鲜-禽肉,54.5
321517482,100744,2018/3/18,982,6,生鲜-禽肉,55.1
321517483,100699,2018/3/18,921,17,家用-日化用品,63.05
321517484,100801,2018/3/18,693,13,生鲜-禽肉,47.65
321517485,100765,2018/3/18,1088,16,零食-坚果,70.4
321517486,100481,2018/3/18,1412,7,零食-坚果,77.6
321517487,100861,2018/3/18,976,11,家用-清洁用品,59.8
321517488,100556,2018/3/18,1155,15,零食-方便食品,72.75
321517489,100844,2018/3/18,699,10,家用-清洁用品,44.95
321517490,100744,2018/3/18,533,7,零食-方便食品,33.65
321517491,100744,2018/3/18,1469,14,生鲜-水产,87.45
321517492,100913,2018/3/18,1229,7,家用-清洁用品,68.45
321517493,100838,2018/3/18,1129,9,生鲜-蔬菜,65.45
321517494,100477,2018/3/18,1334,6,生鲜-水果,72.7
321517495,100549,2018/3/18,998,10,家用-个人护理,59.9
321517496,100742,2018/3/18,1337,14,生鲜-水产,80.85
321517497,100961,2018/3/18,853,8,生鲜-禽肉,50.65
321517498,100450,2018/3/18,1419,8,家用-个人护理,78.95
321517499,100611,2018/3/18,941,6,家用-个人护理,53.05
321517500,100605,2018/3/18,1279,13,零食-方便食品,76.95
321517501,100553,2018/3/18,1698,4,家用-个人护理,88.9
321517502,100708,2018/3/18,455,8,零食-饮料,30.75
321517503,100644,2018/3/18,795,12,生鲜-蔬菜,51.75
321517504,100562,2018/3/18,1531,18,家用-清洁用品,94.55
321517505,100687,2018/3/18,744,8,零食-膨化食品,45.2
321517506,100376,2018/3/18,729,14,生鲜-水果,50.45
321517507,100697,2018/3/18,896,1,生鲜-水果,45.8
321517508,100716,2018/3/18,673,10,零食-膨化食品,43.65
321517509,100373,2018/3/18,950,17,生鲜-禽肉,64.5
321517510,100941,2018/3/18,928,9,家用-个人护理,55.4
321517511,100403,2018/3/18,557,9,生鲜-禽肉,36.85
321517512,100869,2018/3/18,1034,17,家用-清洁用品,68.7
321517513,100426,2018/3/18,750,7,家用-日化用品,44.5
321517514,100558,2018/3/18,1759,12,零食-方便食品,99.95
321517515,100527,2018/3/18,1188,9,零食-方便食品,68.4
321517516,100387,2018/3/18,1474,17,生鲜-蔬菜,90.7
321517517,100578,2018/3/18,991,13,家用-个人护理,62.55
321517518,100396,2018/3/18,1310,12,生鲜-禽肉,77.5
321517519,100771,2018/3/18,783,9,零食-饮料,48.15
321517520,100523,2018/3/19,1006,8,生鲜-水果,58.3
321517521,100373,2018/3/19,1185,8,生鲜-禽肉,67.25
321517522,100912,2018/3/19,1263,7,生鲜-蔬菜,70.15
321517523,100488,2018/3/19,998,8,生鲜-蔬菜,57.9
321517524,100831,2018/3/19,1291,8,零食-饮料,72.55
321517525,101000,2018/3/19,1302,6,零食-饮料,71.1
321517526,100452,2018/3/19,835,11,家用-清洁用品,52.75
321517527,100790,2018/3/19,1279,11,家用-个人护理,74.95
321517528,100387,2018/3/19,1142,5,家用-清洁用品,62.1
321517529,100813,2018/3/19,655,1,零食-膨化食品,33.75
321517530,100539,2018/3/19,866,9,家用-清洁用品,52.3
321517531,100483,2018/3/19,936,2,生鲜-禽肉,48.8
321517532,100778,2018/3/19,646,17,零食-膨化食品,49.3
321517533,100645,2018/3/19,1183,16,生鲜-禽肉,75.15
321517534,100830,2018/3/19,1720,13,生鲜-水果,99
321517535,100522,2018/3/19,1707,7,家用-日化用品,92.35
321517536,100516,2018/3/19,817,3,生鲜-禽肉,43.85
321517537,100594,2018/3/19,659,9,生鲜-水果,41.95
321517538,100729,2018/3/19,1131,11,家用-日化用品,67.55
321517539,100745,2018/3/19,655,15,生鲜-蔬菜,47.75
321517540,100463,2018/3/19,1198,9,零食-坚果,68.9
321517541,100831,2018/3/19,918,1,零食-膨化食品,46.9
321517542,100941,2018/3/19,834,14,零食-坚果,55.7
321517543,100400,2018/3/19,820,12,生鲜-水果,53
321517544,100831,2018/3/19,1323,15,生鲜-禽肉,81.15
321517545,100852,2018/3/19,787,9,零食-饮料,48.35
321517546,100553,2018/3/19,613,2,生鲜-蔬菜,32.65
321517547,100675,2018/3/19,1359,17,零食-饮料,84.95
321517548,100564,2018/3/19,1314,6,家用-清洁用品,71.7
321517549,100460,2018/3/19,884,6,家用-清洁用品,50.2
321517550,100928,2018/3/19,976,1,零食-膨化食品,49.8
321517551,100901,2018/3/19,934,9,家用-清洁用品,55.7
321517552,100620,2018/3/19,1593,11,零食-膨化食品,90.65
321517553,100823,2018/3/19,1428,8,家用-清洁用品,79.4
321517554,100962,2018/3/19,744,13,家用-日化用品,50.2
321517555,100799,2018/3/19,1465,12,生鲜-水产,85.25
321517556,100356,2018/3/19,1011,3,零食-方便食品,53.55
321517557,100403,2018/3/19,1206,5,生鲜-水产,65.3
321517558,100917,2018/3/19,688,5,零食-坚果,39.4
321517559,100583,2018/3/19,967,1,零食-方便食品,49.35
321517560,100692,2018/3/19,1329,20,家用-日化用品,86.45
321517561,100833,2018/3/19,1287,12,生鲜-禽肉,76.35
321517562,100825,2018/3/19,762,16,家用-个人护理,54.1
321517563,100515,2018/3/19,1392,4,零食-方便食品,73.6
321517564,100948,2018/3/19,803,16,零食-方便食品,56.15
321517565,100792,2018/3/19,512,12,家用-日化用品,37.6
321517566,100507,2018/3/19,1234,8,生鲜-蔬菜,69.7
321517567,100561,2018/3/19,882,14,零食-方便食品,58.1
321517568,100496,2018/3/19,828,13,零食-坚果,54.4
321517569,100651,2018/3/19,962,8,零食-饮料,56.1
321517570,100680,2018/3/19,1080,15,零食-饮料,69
321517571,100629,2018/3/19,955,7,零食-坚果,54.75
321517572,100976,2018/3/19,891,7,生鲜-禽肉,51.55
321517573,100523,2018/3/19,1202,1,家用-个人护理,61.1
321517574,100816,2018/3/19,289,10,家用-日化用品,24.45
321517575,100852,2018/3/19,802,13,家用-清洁用品,53.1
321517576,100354,2018/3/19,496,7,零食-饮料,31.8
321517577,100821,2018/3/19,673,9,生鲜-水果,42.65
321517578,100516,2018/3/19,620,1,零食-饮料,32
321517579,100652,2018/3/19,336,4,家用-日化用品,20.8
321517580,100675,2018/3/19,1105,4,生鲜-禽肉,59.25
321517581,100964,2018/3/19,1176,7,生鲜-蔬菜,65.8
321517582,100656,2018/3/19,1040,13,生鲜-水果,65
321517583,100911,2018/3/19,696,13,零食-膨化食品,47.8
321517584,100568,2018/3/19,769,6,家用-个人护理,44.45
321517585,100479,2018/3/19,284,13,家用-日化用品,27.2
321517586,100922,2018/3/19,550,4,生鲜-蔬菜,31.5
321517587,100466,2018/3/19,1207,7,家用-清洁用品,67.35
321517588,100832,2018/3/19,853,7,零食-坚果,49.65
321517589,100677,2018/3/19,1094,11,生鲜-蔬菜,65.7
321517590,100399,2018/3/19,935,2,家用-日化用品,48.75
321517591,100523,2018/3/20,722,8,零食-膨化食品,44.1
321517592,100484,2018/3/20,1230,15,零食-膨化食品,76.5
321517593,100458,2018/3/20,1540,14,零食-饮料,91
321517594,100371,2018/3/20,1148,9,生鲜-水果,66.4
321517595,100718,2018/3/20,1045,12,家用-个人护理,64.25
321517596,100429,2018/3/20,1434,4,家用-个人护理,75.7
321517597,100625,2018/3/20,1043,10,生鲜-蔬菜,62.15
321517598,100987,2018/3/20,874,9,家用-日化用品,52.7
321517599,100739,2018/3/20,677,12,家用-日化用品,45.85
321517600,100402,2018/3/20,970,12,生鲜-水果,60.5
321517601,100678,2018/3/20,1060,6,生鲜-水果,59
321517602,100563,2018/3/20,707,16,家用-清洁用品,51.35
321517603,100927,2018/3/20,1115,11,生鲜-水果,66.75
321517604,100847,2018/3/20,313,2,零食-方便食品,17.65
321517605,100673,2018/3/20,664,7,零食-饮料,40.2
321517606,100423,2018/3/20,924,18,零食-饮料,64.2
321517607,100371,2018/3/20,808,11,生鲜-水产,51.4
321517608,100775,2018/3/20,1511,5,生鲜-禽肉,80.55
321517609,100395,2018/3/20,1117,4,生鲜-水果,59.85
321517610,100827,2018/3/20,1292,1,生鲜-水果,65.6
321517611,100826,2018/3/20,1062,3,家用-个人护理,56.1
321517612,100776,2018/3/20,1023,15,零食-方便食品,66.15
321517613,100541,2018/3/20,1043,15,零食-坚果,67.15
321517614,100622,2018/3/20,1699,16,家用-清洁用品,100.95
321517615,100575,2018/3/20,802,15,零食-膨化食品,55.1
321517616,100886,2018/3/20,797,12,零食-饮料,51.85
321517617,100576,2018/3/20,800,7,零食-方便食品,47
321517618,100822,2018/3/20,1124,6,生鲜-水产,62.2
321517619,100679,2018/3/20,1337,10,生鲜-禽肉,76.85
321517620,100689,2018/3/20,1347,17,生鲜-蔬菜,84.35
321517621,100894,2018/3/20,1124,8,生鲜-水果,64.2
321517622,100653,2018/3/20,544,9,生鲜-蔬菜,36.2
321517623,100475,2018/3/20,863,4,零食-坚果,47.15
321517624,100404,2018/3/20,850,11,零食-坚果,53.5
321517625,100611,2018/3/20,1186,11,生鲜-禽肉,70.3
321517626,100720,2018/3/20,339,13,生鲜-水果,29.95
321517627,100475,2018/3/20,808,7,生鲜-禽肉,47.4
321517628,100611,2018/3/20,1470,13,生鲜-水产,86.5
321517629,100642,2018/3/20,952,3,生鲜-水产,50.6
321517630,100455,2018/3/20,513,16,零食-方便食品,41.65
321517631,100577,2018/3/20,1349,6,家用-个人护理,73.45
321517632,100935,2018/3/20,1582,14,家用-个人护理,93.1
321517633,100990,2018/3/20,781,8,零食-饮料,47.05
321517634,100487,2018/3/20,940,8,零食-坚果,55
321517635,100601,2018/3/20,907,5,零食-膨化食品,50.35
321517636,100399,2018/3/20,1106,13,生鲜-蔬菜,68.3
321517637,100480,2018/3/20,1164,9,生鲜-蔬菜,67.2
321517638,100497,2018/3/20,860,11,零食-膨化食品,54
321517639,100932,2018/3/20,1385,5,零食-膨化食品,74.25
321517640,100483,2018/3/20,379,7,家用-清洁用品,25.95
321517641,100736,2018/3/20,468,11,生鲜-水产,34.4
321517642,100931,2018/3/20,1257,9,生鲜-禽肉,71.85
321517643,100842,2018/3/20,904,7,零食-坚果,52.2
321517644,100989,2018/3/20,386,17,零食-方便食品,36.3
321517645,100505,2018/3/20,1053,15,生鲜-水产,67.65
321517646,100679,2018/3/20,524,10,生鲜-水果,36.2
321517647,100458,2018/3/20,1175,6,生鲜-水产,64.75
321517648,100550,2018/3/20,981,12,生鲜-水产,61.05
321517649,100976,2018/3/20,1246,13,家用-日化用品,75.3
321517650,101004,2018/3/20,593,3,零食-方便食品,32.65
321517651,100420,2018/3/20,990,8,零食-膨化食品,57.5
321517652,100898,2018/3/20,804,9,家用-清洁用品,49.2
321517653,100750,2018/3/20,1028,11,家用-个人护理,62.4
321517654,100514,2018/3/20,877,15,生鲜-蔬菜,58.85
321517655,100761,2018/3/20,956,11,家用-日化用品,58.8
321517656,100708,2018/3/20,1483,7,零食-坚果,81.15
321517657,100448,2018/3/20,1312,21,家用-清洁用品,86.6
321517658,100499,2018/3/21,947,12,生鲜-蔬菜,59.35
321517659,100622,2018/3/21,477,17,生鲜-水产,40.85
321517660,100468,2018/3/21,1082,17,生鲜-水果,71.1
321517661,100510,2018/3/21,560,3,零食-坚果,31
321517662,100376,2018/3/21,771,8,生鲜-水产,46.55
321517663,100950,2018/3/21,1268,13,家用-日化用品,76.4
321517664,100962,2018/3/21,934,6,家用-个人护理,52.7
321517665,100641,2018/3/21,863,8,生鲜-蔬菜,51.15
321517666,100688,2018/3/21,1043,9,家用-日化用品,61.15
321517667,100446,2018/3/21,799,12,零食-坚果,51.95
321517668,100577,2018/3/21,873,12,零食-方便食品,55.65
321517669,100439,2018/3/21,721,6,零食-方便食品,42.05
321517670,100487,2018/3/21,813,10,零食-膨化食品,50.65
321517671,100952,2018/3/21,1072,3,零食-膨化食品,56.6
321517672,100639,2018/3/21,991,10,生鲜-水产,59.55
321517673,100529,2018/3/21,1269,5,零食-饮料,68.45
321517674,100588,2018/3/21,590,4,家用-清洁用品,33.5
321517675,100748,2018/3/21,941,13,家用-日化用品,60.05
321517676,100593,2018/3/21,1315,8,零食-方便食品,73.75
321517677,100887,2018/3/21,873,1,零食-饮料,44.65
321517678,100841,2018/3/21,981,3,生鲜-蔬菜,52.05
321517679,100853,2018/3/21,398,17,零食-坚果,36.9
321517680,100492,2018/3/21,712,8,家用-个人护理,43.6
321517681,100448,2018/3/21,653,6,零食-方便食品,38.65
321517682,100359,2018/3/21,663,6,零食-饮料,39.15
321517683,100802,2018/3/21,249,15,家用-日化用品,27.45
